URL handle,Title,Product category,Nombre de propiedad 1,Valor de propiedad 1,Nombre de propiedad 2,Valor de propiedad 2,Nombre de propiedad 3,Valor de propiedad 3,Price,Compare-at price,Weight value (grams),Height,Width,Depth,Inventory quantity,SKU,Barcode,Published on online store,Requires shipping,Description,Tags,SEO title,SEO description,Vendor,Type,Google Shopping / MPN,Google Shopping / Gender,Google Shopping / Age group,Cost per item,Status,Option1 name,Option1 value,Option2 name,Option2 value,Option3 name,Option3 value,Charge tax,Tax code,Inventory tracker,Continue selling when out of stock,Fulfillment service,Product image URL,Google Shopping / Google product category
mousepad-personalizado-taka-mgm-pro-49x49,Mousepad Personalizado taka | MGM Pro 49x49,mousepads > serie pro ,,,,,,,"23,000.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-gatitos-90x40,Mousepad Personalizado Gatitos 90x40,,,,,,,,"17,000.00",,0.4,6.0,40.0,6.0,73.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-berserk-mgm-pro-70x25,Mousepad Personalizado Berserk | MGM Pro 70x25,mousepads > serie pro ,,,,,,,"19,500.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-sora-frenzy-mgm-pro-49x43,Mousepad Personalizado sora frenzy | MGM Pro 49x43,mousepads > serie pro ,,,,,,,"19,000.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-girllady-45x25,Mousepad Personalizado GirlLady 45x25,,,,,,,,"5,000.00",,0.4,6.0,40.0,6.0,72.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-marca-del-sacrificio-100x60,Mousepad Personalizado Marca del sacrificio 100x60,mousepads > serie classic > personalizados,,,,,,,"29,000.00",,0.6,15.0,60.0,16.0,61.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-evangelion-manga-90x60,Mousepad Personalizado Evangelion Manga 90x60,,,,,,,,"26,000.00",,0.4,6.0,40.0,6.0,73.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-cerberus-mgm-pro-plus,Mousepad Personalizado Cerberus | MGM Pro plus,,,,,,,,"33,500.00",,0.4,6.0,40.0,6.0,72.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-sora-mgm-pro-49x431,Mousepad Personalizado Sora | MGM Pro 49x43,mousepads > serie pro ,,,,,,,"19,000.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-red-dead-redemption-2-unshaken-map-mgm-pro-120x40,Mousepad Personalizado Red Dead Redemption 2 Unshaken Map | MGM Pro 120x40,mousepads > serie pro ,,,,,,,"45,000.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-bardock-manga-dragon-ball-100x60,Mousepad Personalizado BARDOCK MANGA DRAGON BALL 100x60,mousepads > serie classic > personalizados,,,,,,,"29,000.00",,0.4,6.0,40.0,6.0,74.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-taylor-mouse-pad-90x40,Mousepad Personalizado taylor mouse pad 90x40,,,,,,,,"17,000.00",,0.4,6.0,40.0,6.0,73.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-such-doge-mgm-pro-100x60,Mousepad Personalizado such doge | MGM Pro 100x60,mousepads > serie pro ,,,,,,,"56,500.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-dragon-ball-bardock-124x61,Mousepad Personalizado Dragon Ball Bardock 124x61,,,,,,,,"37,000.00",,0.4,6.0,40.0,6.0,73.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-yps-mgm-pro-64x30,Mousepad Personalizado YPS | MGM Pro 64x30,mousepads > serie pro ,,,,,,,"17,000.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-cover-del-album-damn-130x70,Mousepad Personalizado Cover del album DAMN 130x70,,,,,,,,"16,500.00",,0.4,6.0,40.0,6.0,73.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-michis-mgm-pro-plus,Mousepad Personalizado Michis | MGM Pro plus,mousepads > serie pro ,Medida,Pro plus (90x40cm),,,,,"33,500.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-game-of-thrones-westeros-90x40,Mousepad Personalizado Game of thrones - Westeros 90x40,mousepads > serie classic > personalizados,,,,,,,"17,000.00",,0.4,6.0,40.0,6.0,1931.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-solo-leveling-130x60,Mousepad Personalizado Solo Leveling 130x60,mousepads > serie classic > personalizados,,,,,,,"38,000.00",,0.4,6.0,40.0,6.0,48.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-regalo-guido-mgm-pro-plus,Mousepad Personalizado regalo guido | MGM Pro plus,mousepads > serie pro ,Medida,Pro plus (90x40cm),,,,,"33,500.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-anime-final-mgm-pro-plus,Mousepad Personalizado anime final | MGM Pro plus,mousepads > serie pro ,Medida,Pro plus (90x40cm),,,,,"33,500.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-nowu-45x40,Mousepad Personalizado nowu 45x40,mousepads > serie classic > personalizados,,,,,,,"9,500.00",,0.4,6.0,40.0,6.0,1932.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-bersek-mgm-pro-75x45,Mousepad Personalizado Bersek | MGM Pro 75x45,mousepads > serie pro ,,,,,,,"37,000.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-joaco-60x60,Mousepad Personalizado Joaco 60x60,mousepads > serie classic > personalizados,,,,,,,"16,500.00",,0.4,6.0,40.0,6.0,1932.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-personaje-mgm-pro,Mousepad Personalizado Personaje | MGM Pro,mousepads > serie pro ,Medida,Pro (50x40cm),,,,,"18,500.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-mob-100-mgm-pro-90x50,Mousepad Personalizado Mob 100 | MGM Pro 90x50,mousepads > serie pro ,,,,,,,"42,000.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-charizard-90x40,Mousepad Personalizado Charizard 90x40,mousepads > serie classic > personalizados,,,,,,,"17,000.00",,0.4,6.0,40.0,6.0,1931.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-michigan-120x55,Mousepad Personalizado Michigan 120x55,,,,,,,,"32,000.00",,0.4,6.0,40.0,6.0,72.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-total-black-42x40,Mousepad Personalizado total black 42x40,,,,,,,,"8,000.00",,0.4,6.0,40.0,6.0,72.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-isagi-y-kaiser-mouse-pad-80x30,Mousepad Personalizado Isagi y kaiser mouse pad 80x30,mousepads > serie classic > personalizados,,,,,,,"11,500.00",,0.4,6.0,40.0,6.0,303.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-vito-100x60,Mousepad Personalizado vito 100x60,mousepads > serie classic > personalizados,,,,,,,"29,000.00",,0.6,15.0,60.0,16.0,61.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-spiderblacksuit-mgm-pro,Mousepad Personalizado SpiderBlackSuit | MGM Pro,mousepads > serie pro ,Medida,Pro (50x40cm),,,,,"18,500.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-your-name-62x32,Mousepad Personalizado Your name 62x32,"mousepads, playmats",,,,,,,"14,000.00",,0.4,6.0,40.0,6.0,63.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-shadow-the-hedgehog-25x25,Mousepad Personalizado Shadow The Hedgehog 25x25,mousepads > serie classic > personalizados,,,,,,,"5,500.00",,0.3,6.0,25.0,6.0,41.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-fexa-r-dex-90x40,Mousepad Personalizado Fexa R Dex 90x40,mousepads > serie classic > personalizados,,,,,,,"17,000.00",,0.4,6.0,40.0,6.0,1931.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-kimetzu-140x60,Mousepad Personalizado kimetzu 140x60,mousepads > serie classic > personalizados,,,,,,,"35,000.00",,0.4,6.0,40.0,6.0,1932.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-sasuke-lol-45x45,Mousepad Personalizado Sasuke lol 45x45,,,,,,,,"9,500.00",,0.4,6.0,40.0,6.0,73.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-moon-of-blood-80x40,Mousepad Personalizado Moon of blood 80x40,mousepads > serie classic > personalizados,,,,,,,"15,000.00",,0.4,6.0,40.0,6.0,325.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-gojo-sukuna-serie-normal-130x60,Mousepad Personalizado Gojo - sukuna serie normal 130x60,mousepads > serie classic > personalizados,,,,,,,"38,000.00",,0.4,6.0,40.0,6.0,1931.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-snoopy-casita-40x25,Mousepad Personalizado Snoopy Casita 40x25,,,,,,,,"5,000.00",,0.4,6.0,40.0,6.0,73.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-spiritbox-90x40,Mousepad Personalizado Spiritbox 90x40,,,,,,,,"17,000.00",,0.4,6.0,40.0,6.0,73.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-gogeta-facha-perez-mgm-pro-100x50,Mousepad Personalizado Gogeta facha Perez | MGM Pro 100x50,mousepads > serie pro ,Medida,Pro plus (90x40cm),,,,,"47,000.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-sora-mgm-pro-49x43,Mousepad Personalizado sora | MGM Pro 49x43,mousepads > serie pro ,,,,,,,"19,000.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-kazemi-mgm-pro-49x43,Mousepad Personalizado Kazemi | MGM Pro 49x43,mousepads > serie pro ,Medida,Pro plus (90x40cm),,,,,"19,000.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-ms-mgm-pro-plus,Mousepad Personalizado MS | MGM Pro plus,mousepads > serie pro ,Medida,Pro plus (90x40cm),,,,,"33,500.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-rain-world-100x40,Mousepad Personalizado Rain World 100x40,mousepads > serie classic > personalizados,,,,,,,"19,000.00",,0.4,6.0,40.0,6.0,1931.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-avenged-mgm-pro-60x60,Mousepad Personalizado avenged | MGM Pro 60x60,mousepads > serie pro ,,,,,,,"33,500.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-made-in-abyss-90x40,Mousepad Personalizado Made in abyss 90x40,mousepads > serie classic > personalizados,,,,,,,"17,000.00",,0.4,6.0,40.0,6.0,1932.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-jolyne-80x50,Mousepad Personalizado Jolyne 80x50,mousepads > serie classic > personalizados,,,,,,,"19,000.00",,0.4,6.0,40.0,6.0,324.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-hana-version-mgm-pro-49x42,Mousepad Personalizado Hana Version | MGM Pro 49x42,mousepads > serie pro ,Medida,Pro plus (90x40cm),,,,,"19,000.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-pokemon-legendarios-minimalista-90x50,Mousepad Personalizado Pokemon Legendarios Minimalista 90x50,,,,,,,,"21,500.00",,0.4,6.0,40.0,6.0,72.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-lord-of-the-rings-wallpaper-4k-103x57,Mousepad Personalizado Lord Of The Rings Wallpaper 4k 103x57,,,,,,,,"28,500.00",,0.4,6.0,40.0,6.0,73.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-iron-maiden-65x30,Mousepad Personalizado Iron Maiden 65x30,,,,,,,,"9,000.00",,0.4,6.0,40.0,6.0,72.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-guts-lluvia-mgm-pro-75x35,Mousepad Personalizado Guts lluvia | MGM Pro 75x35,mousepads > serie pro ,Medida,Pro plus (90x40cm),,,,,"29,500.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-space-marine-2-90x40,Mousepad Personalizado Space marine 2 90x40,mousepads > serie classic > personalizados,,,,,,,"17,000.00",,0.4,6.0,40.0,6.0,1931.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-marin-skylie-80x40,Mousepad Personalizado Marin Skylie 80x40,mousepads > serie classic > personalizados,,,,,,,"15,000.00",,0.4,6.0,40.0,6.0,324.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-ayp-78x30,Mousepad Personalizado AyP 78x30,mousepads > serie classic > personalizados,,,,,,,"12,500.00",,0.4,6.0,40.0,6.0,27.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-tito-calde-82x32,Mousepad Personalizado Tito calde 82x32,mousepads > serie classic > personalizados,,,,,,,"12,500.00",,0.4,6.0,40.0,6.0,26.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-spider-man-manga-82x32,Mousepad Personalizado Spider-Man manga 82x32,mousepads > serie classic > personalizados,,,,,,,"12,500.00",,0.4,6.0,40.0,6.0,27.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-gojo-sukuna-mgm-pro-120x60,Mousepad Personalizado Gojo - sukuna | MGM Pro 120x60,mousepads > serie pro ,Medida,Pro plus (90x40cm),,,,,"68,000.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-gato-con-capucha-mgm-pro,Mousepad Personalizado gato con capucha | MGM Pro,mousepads > serie pro ,Medida,Pro (50x40cm),,,,,"18,500.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-mgm-black-profesional-speed-mgm-pro-40x40,Mousepad Personalizado MGM black Profesional speed | MGM Pro 40x40,mousepads > serie pro ,,,,,,,"15,000.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-nubes-82x32,Mousepad Personalizado Nubes 82x32,mousepads > serie classic > personalizados,,,,,,,"12,500.00",,0.4,6.0,40.0,6.0,28.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-para-mi-papa-25x25,Mousepad Personalizado Para mí Papa 25x25,mousepads > serie classic > personalizados,,,,,,,"4,000.00",,0.3,6.0,25.0,6.0,41.0,,,NO,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-batman-contemplando-ciudad-gotica-62x34,Mousepad Personalizado Batman contemplando Ciudad Gótica 62x34,mousepads > serie classic > personalizados,,,,,,,"10,000.00",,0.4,6.0,40.0,6.0,1931.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-textura-117x60,Mousepad Personalizado Textura 117x60,,,,,,,,"34,000.00",,0.4,6.0,40.0,6.0,5.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-pantone-67x31,Mousepad Personalizado Pantone 67x31,mousepads > serie classic > personalizados,,,,,,,"9,500.00",,0.4,6.0,40.0,6.0,303.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-black-mgm-pro-42x40,Mousepad Personalizado black | MGM Pro 42x40,mousepads > serie pro ,Medida,Pro plus (90x40cm),,,,,"15,500.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-cowboy-bebop-45x40,Mousepad Personalizado Cowboy Bebop 45x40,mousepads > serie classic > personalizados,,,,,,,"9,500.00",,0.4,6.0,40.0,6.0,1932.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-hatsunemikusad-pro-plus-90x40,Mousepad Personalizado HatsuneMikuSad Pro plus 90x40,mousepads > serie classic > personalizados,,,,,,,"17,000.00",,0.4,6.0,40.0,6.0,1931.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-maxivanjuarez-100x60,Mousepad Personalizado maxivanjuarez 100x60,mousepads > serie classic > personalizados,,,,,,,"29,000.00",,0.6,15.0,60.0,16.0,61.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-eclipse-70x30,Mousepad Personalizado Eclipse 70x30,mousepads > serie classic > personalizados,,,,,,,"10,000.00",,0.4,6.0,40.0,6.0,16.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-printstream-80x30,Mousepad Personalizado printstream 80x30,mousepads > serie classic > personalizados,,,,,,,"11,500.00",,0.4,6.0,40.0,6.0,303.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-attack-on-titan-90x40,Mousepad Personalizado Attack on titan 90x40,mousepads > serie classic > personalizados,,,,,,,"17,000.00",,0.4,6.0,40.0,6.0,303.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-wawita-60x50,Mousepad Personalizado Wawita 60x50,mousepads > serie classic > personalizados,,,,,,,"14,000.00",,0.4,6.0,40.0,6.0,1932.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-tokyo-ghoul-mgm-pro-60x50,Mousepad Personalizado Tokyo Ghoul | MGM Pro 60x50,mousepads > serie pro ,,,,,,,"27,500.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-sushi-switch-mgm-pro,Mousepad Personalizado Sushi Switch | MGM Pro,mousepads > serie pro ,Medida,Pro (50x40cm),,,,,"18,500.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-sukuna-vs-gojo-mgm-pro-30x30,Mousepad Personalizado SUKUNA VS GOJO | MGM Pro 30x30,mousepads > serie pro ,Medida,Pro (50x40cm),,,,,"11,000.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-te-amo-aldana-mgm-pro,Mousepad Personalizado Te amo aldana | MGM Pro,mousepads > serie pro ,Medida,Pro (50x40cm),,,,,"18,500.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-chainsaw-man-86x35,Mousepad Personalizado chainsaw man 86x35,mousepads > serie classic > personalizados,,,,,,,"14,000.00",,0.4,6.0,40.0,6.0,958.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-racing-campeon-82x32,Mousepad Personalizado racing campeon 82x32,mousepads > serie classic > personalizados,,,,,,,"12,500.00",,0.4,6.0,40.0,6.0,958.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-the-nameless-monster-mgm-pro-100x45,Mousepad Personalizado The Nameless Monster | MGM Pro 100x45,mousepads > serie pro ,,,,,,,"47,000.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-gojo-mgm-pro-87x37,Mousepad Personalizado Gojo | MGM Pro 87x37,mousepads > serie pro ,Medida,Pro plus (90x40cm),,,,,"33,500.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-nose-pero-se-ve-piola-90x40,Mousepad Personalizado nose pero se ve piola 90x40,mousepads > serie classic > personalizados,,,,,,,"17,000.00",,0.4,6.0,40.0,6.0,1932.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-koi-mdk-40x35,Mousepad Personalizado Koi MDK. 40x35,mousepads > serie classic > personalizados,,,,,,,"6,500.00",,0.4,6.0,40.0,6.0,1932.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-arkham-horror-test-01-60x25,Mousepad Personalizado Arkham Horror Test 01 60x25,mousepads > serie classic > personalizados,,,,,,,"7,000.00",,0.4,6.0,40.0,6.0,1929.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-the-ow-mgm-pro-110x45,Mousepad Personalizado The Ow | MGM Pro 110x45,mousepads > serie pro ,Medida,Pro plus (90x40cm),,,,,"51,500.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-breaking-bad-pink-teddy-bear-82x32,Mousepad Personalizado Breaking Bad -Pink Teddy bear 82x32,mousepads > serie classic > personalizados,,,,,,,"12,500.00",,0.4,6.0,40.0,6.0,28.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-lauryache-120x60,Mousepad Personalizado lauryache 120x60,mousepads > serie classic > personalizados,,,,,,,"35,000.00",,0.4,6.0,40.0,6.0,1931.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-flia-leoncita-25x25,Mousepad Personalizado flia leoncita 25x25,mousepads > serie classic > personalizados,,,,,,,"5,500.00",,0.3,6.0,25.0,6.0,41.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-leoncita-25x25,Mousepad Personalizado Leoncita 25x25,mousepads > serie classic > personalizados,,,,,,,"5,500.00",,0.3,6.0,25.0,6.0,41.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-coreano-70x30,Mousepad Personalizado Coreano 70x30,mousepads > serie classic > personalizados,,,,,,,"10,000.00",,0.4,6.0,40.0,6.0,16.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-stevie-ray-vaughan-90x40,Mousepad Personalizado Stevie Ray Vaughan 90x40,mousepads > serie classic > personalizados,,,,,,,"17,000.00",,0.4,6.0,40.0,6.0,304.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-videos-chidos-25x25,Mousepad Personalizado VIDEOS CHIDOS 25x25,mousepads > serie classic > personalizados,,,,,,,"5,500.00",,0.3,6.0,25.0,6.0,41.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-gt3rs-black-25x25,Mousepad Personalizado GT3RS BLACK 25x25,mousepads > serie classic > personalizados,,,,,,,"5,500.00",,0.3,6.0,25.0,6.0,40.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-howl-mgm-pro,Mousepad Personalizado howl | MGM Pro,mousepads > serie pro ,Medida,Pro (50x40cm),,,,,"18,500.00",,0.95,12.0,40.0,12.0,,,,SI,NO,,"gamer, mousepad, pro",,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-crtnn-117x50,Mousepad Personalizado CrtnN.- 117x50,mousepads > serie classic > personalizados,,,,,,,"28,000.00",,0.4,6.0,40.0,6.0,1931.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
